element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Th,1,"=""659.5569""","=""0.0004""","=""5""","=""""",,"=""2""","=""2""",,
Th,1,"=""659.5688""","=""0.0004""","=""9""","=""""",,"=""2""","=""1""",,
Th,1,"=""659.5796""","=""0.0004""","=""7""","=""""",,"=""2""","=""3""",,
Th,1,"=""659.6750""","=""0.0004""","=""79""","=""""",,"=""4""","=""4""",,
Th,1,"=""659.69623""","=""0.00007""","=""180""","=""""",,"=""5""","=""5""",,
Th,1,"=""659.73778""","=""0.00017""","=""93""","=""""",,"=""3""","=""2""",,
Th,1,"=""659.7542""","=""0.0004""","=""15""","=""""",,"=""1""","=""1""",,
Th,1,"=""659.8033""","=""0.0004""","=""7""","=""""",,"=""4""","=""5""",,
Th,1,"=""660.07311""","=""0.00007""","=""180""","=""""",,"=""4""","=""3""",,
Th,1,"=""660.1452""","=""0.0004""","=""23""","=""""",,"=""4""","=""3""",,
Th,1,"=""660.27620""","=""0.00005""","=""320""","=""""",,"=""4""","=""3""",,
Th,1,"=""660.30282""","=""0.00022""","=""67""","=""""",,"=""3""","=""3""",,
Th,1,"=""660.3464""","=""0.0004""","=""7""","=""""",,"=""2""","=""3""",,
Th,1,"=""660.36209""","=""0.00005""","=""260""","=""""",,"=""3""","=""2""",,
Th,1,"=""660.3787""","=""0.0003""","=""21""","=""""",,"=""3""","=""2""",,
Th,1,"=""660.4528""","=""0.0004""","=""7""","=""""",,"=""3""","=""4""",,
Ar,1,"=""660.4853""","=""0.0010""","=""15""","=""1.3e+04""",D,"=""2""","=""3""",,
Th,1,"=""660.66017""","=""0.00009""","=""92""","=""""",,"=""3""","=""4""",,
Th,1,"=""660.6790""","=""0.0004""","=""200""","=""""",,"=""5""","=""5""",,
Th,1,"=""660.84430""","=""0.00008""","=""120""","=""""",,"=""5""","=""4""",,
Th,1,"=""660.9031""","=""0.0004""","=""39""","=""""",,"=""2""","=""3""",,
Th,1,"=""660.9668""","=""0.0004""","=""39""","=""""",,"=""2""","=""2""",,
Th,1,"=""661.3280""","=""0.0004""","=""31""","=""""",,"=""4""","=""3""",,
Th,1,"=""661.337332""","=""0.000022""","=""650""","=""""",,"=""2""","=""1""",,
Th,1,"=""661.33967""","=""0.00003""","=""460""","=""""",,"=""4""","=""4""",,
Th,1,"=""661.50723""","=""0.00022""","=""71""","=""""",,"=""2""","=""1""",,
Th,1,"=""661.75147""","=""0.00004""","=""340""","=""""",,"=""2""","=""2""",,
Th,1,"=""661.7626""","=""0.0004""","=""38""","=""""",,"=""1""","=""2""",,
Th,1,"=""661.816714""","=""0.000018""","=""870""","=""""",,"=""5""","=""4""",,
Th,1,"=""661.8399""","=""0.0003""","=""37""","=""""",,"=""3""","=""2""",,
Th,1,"=""662.0248""","=""0.0004""","=""15""","=""""",,"=""2""","=""3""",,
Th,1,"=""662.04080""","=""0.00018""","=""170""","=""""",,"=""3""","=""4""",,
Th,1,"=""662.1329""","=""0.0004""","=""7""","=""""",,"=""2""","=""2""",,
Th,1,"=""662.3626""","=""0.0004""","=""11""","=""""",,"=""4""","=""3""",,
Th,1,"=""662.61220""","=""0.00022""","=""47""","=""""",,"=""1""","=""1""",,
Th,1,"=""662.6544""","=""0.0004""","=""15""","=""""",,"=""1""","=""2""",,
Th,1,"=""662.9447""","=""0.0004""","=""7""","=""""",,"=""2""","=""2""",,
Th,1,"=""663.15679""","=""0.00022""","=""54""","=""""",,"=""2""","=""3""",,
Th,1,"=""663.2110""","=""0.0004""","=""37""","=""""",,"=""3""","=""2""",,
Th,1,"=""663.37836""","=""0.00018""","=""110""","=""""",,"=""2""","=""2""",,
Th,1,"=""663.5088""","=""0.0004""","=""6""","=""""",,"=""4""","=""4""",,
Th,1,"=""663.6143""","=""0.0004""","=""15""","=""""",,"=""2""","=""1""",,
Th,1,"=""663.72019""","=""0.00007""","=""140""","=""""",,"=""5""","=""4""",,
Th,1,"=""663.87690""","=""0.00022""","=""78""","=""""",,"=""2""","=""3""",,
Th,1,"=""663.891203""","=""0.000009""","=""1800""","=""""",,"=""5""","=""4""",,
Th,1,"=""663.9726""","=""0.0004""","=""60""","=""""",,"=""5""","=""6""",,
Th,1,"=""664.1006""","=""0.0004""","=""30""","=""""",,"=""2""","=""3""",,
Th,1,"=""664.1439""","=""0.0004""","=""30""","=""""",,"=""4""","=""4""",,
Th,1,"=""664.1668""","=""0.0004""","=""30""","=""""",,"=""3""","=""4""",,
Th,1,"=""664.23273""","=""0.00008""","=""140""","=""""",,"=""2""","=""2""",,
Th,1,"=""664.3120""","=""0.0004""","=""60""","=""""",,"=""3""","=""4""",,
Th,1,"=""664.3501""","=""0.0004""","=""22""","=""""",,"=""2""","=""3""",,
Th,1,"=""664.40271""","=""0.00008""","=""110""","=""""",,"=""3""","=""4""",,
Th,1,"=""664.4550""","=""0.0004""","=""30""","=""""",,"=""4""","=""3""",,
Th,1,"=""664.467003""","=""0.000011""","=""1600""","=""""",,"=""5""","=""6""",,
Th,1,"=""664.4839""","=""0.0004""","=""15""","=""""",,"=""4""","=""4""",,
Th,1,"=""664.6320""","=""0.0003""","=""36""","=""""",,"=""2""","=""3""",,
Th,1,"=""664.7100""","=""0.0004""","=""11""","=""""",,"=""4""","=""4""",,
Th,1,"=""664.8344""","=""0.0003""","=""27""","=""""",,"=""2""","=""3""",,
Th,1,"=""664.8658""","=""0.0004""","=""8""","=""""",,"=""4""","=""4""",,
Th,1,"=""664.9115""","=""0.0003""","=""34""","=""""",,"=""5""","=""5""",,
Th,1,"=""664.9277""","=""0.0003""","=""19""","=""""",,"=""2""","=""2""",,
Th,1,"=""664.9487""","=""0.0004""","=""7""","=""""",,"=""5""","=""4""",,
Th,1,"=""665.05600""","=""0.00007""","=""150""","=""""",,"=""3""","=""3""",,
Th,1,"=""665.1367""","=""0.0004""","=""14""","=""""",,"=""3""","=""3""",,
Th,1,"=""665.2225""","=""0.0004""","=""14""","=""""",,"=""2""","=""2""",,
Th,1,"=""665.4110""","=""0.0003""","=""17""","=""""",,"=""4""","=""4""",,
Th,1,"=""665.42296""","=""0.00022""","=""54""","=""""",,"=""4""","=""5""",,
Th,1,"=""665.43671""","=""0.00004""","=""400""","=""""",,"=""4""","=""5""",,
Th,1,"=""665.5070""","=""0.0003""","=""34""","=""""",,"=""4""","=""4""",,
Th,1,"=""665.54892""","=""0.00007""","=""160""","=""""",,"=""1""","=""2""",,
Th,1,"=""665.59274""","=""0.00007""","=""150""","=""""",,"=""4""","=""3""",,
Th,1,"=""665.6503""","=""0.0004""","=""7""","=""""",,"=""2""","=""2""",,
Th,1,"=""665.6708""","=""0.0004""","=""30""","=""""",,"=""3""","=""3""",,
Th,1,"=""665.7879""","=""0.0004""","=""22""","=""""",,"=""4""","=""5""",,
Th,1,"=""665.8071""","=""0.0004""","=""15""","=""""",,"=""5""","=""4""",,
Th,1,"=""665.8185""","=""0.0003""","=""21""","=""""",,"=""3""","=""3""",,
Th,1,"=""665.867738""","=""0.000007""","=""2400""","=""""",,"=""3""","=""4""",,
Th,1,"=""665.8869""","=""0.0004""","=""15""","=""""",,"=""2""","=""3""",,
Th,1,"=""665.91119""","=""0.00010""","=""70""","=""""",,"=""5""","=""5""",,
Th,1,"=""665.9266""","=""0.0004""","=""15""","=""""",,"=""5""","=""4""",,
Th,1,"=""665.9331""","=""0.0004""","=""22""","=""""",,"=""3""","=""3""",,
Ar,1,"=""666.0676""","=""0.0010""","=""5""","=""7.8e+05""",D,"=""1""","=""0""",,
Th,1,"=""666.1320""","=""0.0004""","=""22""","=""""",,"=""0""","=""1""",,
Th,1,"=""666.226850""","=""0.000004""","=""16000""","=""""",,"=""3""","=""2""",,
Th,1,"=""666.36969""","=""0.00004""","=""400""","=""""",,"=""4""","=""4""",,
Ar,1,"=""666.4051""","=""0.0010""","=""5""","=""1.5e+05""",D+,"=""2""","=""2""",,
Th,1,"=""666.6987""","=""0.0004""","=""29""","=""""",,"=""3""","=""4""",,
Th,1,"=""666.8414""","=""0.0004""","=""59""","=""""",,"=""3""","=""4""",,
Th,1,"=""666.8664""","=""0.0003""","=""33""","=""""",,"=""3""","=""3""",,
Th,1,"=""666.88164""","=""0.00003""","=""540""","=""""",,"=""4""","=""4""",,
Th,1,"=""666.89399""","=""0.00008""","=""100""","=""""",,"=""4""","=""3""",,
Th,1,"=""666.94493""","=""0.00009""","=""96""","=""""",,"=""3""","=""3""",,
Th,1,"=""666.9531""","=""0.0004""","=""21""","=""""",,"=""3""","=""3""",,
Th,1,"=""666.9634""","=""0.0004""","=""7""","=""""",,"=""6""","=""5""",,
Th,1,"=""667.0724""","=""0.0003""","=""22""","=""""",,"=""4""","=""4""",,
Th,1,"=""667.1684""","=""0.0004""","=""21""","=""""",,"=""1""","=""2""",,
Th,1,"=""667.2383""","=""0.0004""","=""7""","=""""",,"=""4""","=""4""",,
Th,1,"=""667.34115""","=""0.00022""","=""52""","=""""",,"=""1""","=""0""",,
Th,1,"=""667.35799""","=""0.00003""","=""500""","=""""",,"=""4""","=""4""",,
Th,1,"=""667.469675""","=""0.000006""","=""3000""","=""""",,"=""3""","=""2""",,
Th,1,"=""667.5023""","=""0.0004""","=""58""","=""""",,"=""5""","=""4""",,
Th,1,"=""667.5341""","=""0.0004""","=""29""","=""""",,"=""4""","=""3""",,
Ar,1,"=""667.7282""","=""0.0010""","=""100""","=""2.36e+05""",B,"=""1""","=""0""",,
Th,1,"=""667.7961""","=""0.0003""","=""30""","=""""",,"=""0""","=""1""",,
Th,1,"=""667.870652""","=""0.000011""","=""1500""","=""""",,"=""2""","=""2""",,
Th,1,"=""667.9637""","=""0.0004""","=""8""","=""""",,"=""4""","=""3""",,
Th,1,"=""668.00811""","=""0.00007""","=""180""","=""""",,"=""3""","=""2""",,
Th,1,"=""668.0664""","=""0.0004""","=""14""","=""""",,"=""3""","=""4""",,
Th,1,"=""668.0943""","=""0.0004""","=""14""","=""""",,"=""3""","=""4""",,
Th,1,"=""668.28376""","=""0.00018""","=""82""","=""""",,"=""1""","=""2""",,
Th,1,"=""668.336717""","=""0.000013""","=""1300""","=""""",,"=""2""","=""3""",,
Th,1,"=""668.3991""","=""0.0004""","=""58""","=""""",,"=""5""","=""4""",,
Th,1,"=""668.40484""","=""0.00005""","=""320""","=""""",,"=""2""","=""1""",,
Th,1,"=""668.4687""","=""0.0004""","=""58""","=""""",,"=""1""","=""2""",,
Th,1,"=""668.5701""","=""0.0004""","=""29""","=""""",,"=""2""","=""2""",,
Th,1,"=""668.6215""","=""0.0003""","=""32""","=""""",,"=""5""","=""5""",,
Th,1,"=""668.75207""","=""0.00006""","=""230""","=""""",,"=""2""","=""2""",,
Th,1,"=""668.9781""","=""0.0003""","=""20""","=""""",,"=""3""","=""4""",,
Th,1,"=""669.0271""","=""0.0004""","=""29""","=""""",,"=""4""","=""4""",,
Th,1,"=""669.0906""","=""0.0004""","=""370""","=""""",,"=""5""","=""4""",,
Th,1,"=""669.1392""","=""0.0003""","=""17""","=""""",,"=""2""","=""3""",,
Th,1,"=""669.32066""","=""0.00018""","=""78""","=""""",,"=""3""","=""2""",,
Th,1,"=""669.40068""","=""0.00005""","=""320""","=""""",,"=""4""","=""5""",,
Th,1,"=""669.44967""","=""0.00005""","=""350""","=""""",,"=""3""","=""4""",,
Th,1,"=""669.4677""","=""0.0003""","=""15""","=""""",,"=""5""","=""6""",,
Th,1,"=""669.5181""","=""0.0003""","=""29""","=""""",,"=""7""","=""6""",,
Th,1,"=""669.613969""","=""0.000022""","=""700""","=""""",,"=""2""","=""3""",,
Th,1,"=""669.6886""","=""0.0004""","=""7""","=""""",,"=""3""","=""3""",,
Th,1,"=""669.6996""","=""0.0004""","=""7""","=""""",,"=""3""","=""2""",,
Th,1,"=""669.7139""","=""0.0004""","=""36""","=""""",,"=""2""","=""2""",,
Th,1,"=""669.771213""","=""0.000018""","=""970""","=""""",,"=""2""","=""1""",,
Th,1,"=""669.80153""","=""0.00007""","=""180""","=""""",,"=""4""","=""3""",,
Th,1,"=""669.80577""","=""0.00005""","=""270""","=""""",,"=""3""","=""2""",,
Th,1,"=""669.8516""","=""0.0004""","=""14""","=""""",,"=""3""","=""4""",,
Th,1,"=""669.86126""","=""0.00022""","=""71""","=""""",,"=""4""","=""5""",,
Th,1,"=""670.07499""","=""0.00007""","=""150*""","=""""",,"=""5""","=""6 or 5""",,
Th,1,"=""670.07499""","=""0.00007""","=""150*""","=""""",,"=""1""","=""2""",,
Th,1,"=""670.0805""","=""0.0003""","=""24""","=""""",,"=""5""","=""4""",,
Th,1,"=""670.1010""","=""0.0004""","=""14""","=""""",,"=""4""","=""3""",,
Th,1,"=""670.1872""","=""0.0004""","=""10""","=""""",,"=""4""","=""4""",,
Th,1,"=""670.2576""","=""0.0004""","=""7""","=""""",,"=""2""","=""2""",,
Th,1,"=""670.3091""","=""0.0004""","=""14""","=""""",,"=""2""","=""3""",,
Th,1,"=""670.3348""","=""0.0004""","=""36""","=""""",,"=""2""","=""2""",,
Th,1,"=""670.5151""","=""0.0004""","=""72""","=""""",,"=""4""","=""5""",,
Th,1,"=""670.5428""","=""0.0004""","=""57""","=""""",,"=""2""","=""3""",,
Th,1,"=""670.6091""","=""0.0003""","=""20""","=""""",,"=""4""","=""5""",,
Th,1,"=""670.6451""","=""0.0004""","=""14""","=""""",,"=""1""","=""2""",,
Th,1,"=""670.7733""","=""0.0005""","=""21""","=""""",,"=""5""","=""4""",,
Th,1,"=""670.8287""","=""0.0003""","=""26""","=""""",,"=""2""","=""3""",,
Th,1,"=""670.8394""","=""0.0004""","=""12""","=""""",,"=""4""","=""4""",,
Th,1,"=""670.88411""","=""0.00009""","=""82""","=""""",,"=""3""","=""4""",,
Th,1,"=""670.9248""","=""0.0005""","=""14""","=""""",,"=""4""","=""5""",,
Th,1,"=""670.9443""","=""0.0005""","=""14""","=""""",,"=""3""","=""4""",,
Th,1,"=""671.0326""","=""0.0004""","=""11""","=""""",,"=""2""","=""1""",,
Th,1,"=""671.08677""","=""0.00018""","=""82""","=""""",,"=""4""","=""4""",,
Th,1,"=""671.1078""","=""0.0003""","=""24""","=""""",,"=""2""","=""3""",,
Th,1,"=""671.125168""","=""0.000018""","=""840""","=""""",,"=""5""","=""5""",,
Th,1,"=""671.1495""","=""0.0005""","=""360""","=""""",,"=""3""","=""4""",,
Th,1,"=""671.1858""","=""0.0003""","=""29""","=""""",,"=""4""","=""4""",,
Th,1,"=""671.2017""","=""0.0003""","=""22""","=""""",,"=""5""","=""4""",,
Th,1,"=""671.2195""","=""0.0003""","=""34""","=""""",,"=""3""","=""2""",,
Th,1,"=""671.2838""","=""0.0005""","=""14""","=""""",,"=""3""","=""2""",,
Th,1,"=""671.35972""","=""0.00009""","=""100""","=""""",,"=""0""","=""1""",,
Th,1,"=""671.396999""","=""0.000011""","=""1500""","=""""",,"=""2""","=""2""",,
Th,1,"=""671.46859""","=""0.00023""","=""43""","=""""",,"=""3""","=""4""",,
Th,1,"=""671.55136""","=""0.00007""","=""150""","=""""",,"=""3""","=""3""",,
Th,1,"=""671.6215""","=""0.0005""","=""21""","=""""",,"=""3""","=""3""",,
Th,1,"=""671.73850""","=""0.00003""","=""800""","=""""",,"=""5""","=""6""",,
Th,1,"=""671.7582""","=""0.0005""","=""7""","=""""",,"=""3""","=""2""",,
Th,1,"=""671.9011""","=""0.0005""","=""21""","=""""",,"=""4""","=""5""",,
Th,1,"=""671.919943""","=""0.000012""","=""1400""","=""""",,"=""3""","=""4""",,
Th,1,"=""672.0699""","=""0.0005""","=""6""","=""""",,"=""5""","=""5""",,
Th,1,"=""672.10790""","=""0.00023""","=""42""","=""""",,"=""3""","=""3""",,
Th,1,"=""672.1618""","=""0.0004""","=""10""","=""""",,"=""2""","=""2""",,
Th,1,"=""672.1956""","=""0.0003""","=""18""","=""""",,"=""5""","=""5""",,
Th,1,"=""672.2852""","=""0.0005""","=""6""","=""""",,"=""1""","=""2""",,
Th,1,"=""672.3120""","=""0.0005""","=""13""","=""""",,"=""3""","=""3""",,
Th,1,"=""672.53767""","=""0.00008""","=""130*""","=""""",,"=""4""","=""4""",,
Th,1,"=""672.5482""","=""0.0005""","=""13""","=""""",,"=""5""","=""6""",,
Th,1,"=""672.63091""","=""0.00007""","=""180""","=""""",,"=""6""","=""5""",,
Th,1,"=""672.69479""","=""0.00018""","=""140""","=""""",,"=""2""","=""3""",,
Th,1,"=""672.745817""","=""0.000005""","=""4400""","=""""",,"=""1""","=""1""",,
Th,1,"=""672.75934""","=""0.00010""","=""90""","=""""",,"=""3""","=""4""",,
Th,1,"=""672.76527""","=""0.00006""","=""250""","=""""",,"=""2""","=""1""",,
Th,1,"=""672.811839""","=""0.000023""","=""700""","=""""",,"=""4""","=""5""",,
Th,1,"=""672.87587""","=""0.00004""","=""370""","=""""",,"=""5""","=""5""",,
Th,1,"=""672.99327""","=""0.00009""","=""94""","=""""",,"=""4""","=""4""",,
Th,1,"=""673.1047""","=""0.0005""","=""170""","=""""",,"=""1""","=""2""",,
Th,1,"=""673.1572""","=""0.0005""","=""4""","=""""",,"=""4""","=""5""",,
Th,1,"=""673.16720""","=""0.00007""","=""150""","=""""",,"=""3""","=""3""",,
Th,1,"=""673.26490""","=""0.00005""","=""280""","=""""",,"=""2""","=""2""",,
Th,1,"=""673.33145""","=""0.00018""","=""89""","=""""",,"=""3""","=""4""",,
Th,1,"=""673.374864""","=""0.000018""","=""830""","=""""",,"=""5""","=""5""",,
Th,1,"=""673.4003""","=""0.0005""","=""27""","=""""",,"=""2""","=""2""",,
Th,1,"=""673.4667""","=""0.0005""","=""140""","=""""",,"=""3""","=""3""",,
Th,1,"=""673.4856""","=""0.0003""","=""15""","=""""",,"=""6""","=""5""",,
Th,1,"=""673.5007""","=""0.0004""","=""11""","=""""",,"=""4""","=""4""",,
Th,1,"=""673.51261""","=""0.00006""","=""220""","=""""",,"=""4""","=""4""",,
Th,1,"=""673.53726""","=""0.00009""","=""100""","=""""",,"=""3""","=""2""",,
Th,1,"=""673.5686""","=""0.0005""","=""13""","=""""",,"=""4""","=""3""",,
Th,1,"=""673.7643""","=""0.0005""","=""340""","=""""",,"=""2""","=""1""",,
Th,1,"=""673.817991""","=""0.000023""","=""640""","=""""",,"=""3""","=""3""",,
Th,1,"=""673.99594""","=""0.00007""","=""150""","=""""",,"=""1""","=""2""",,
Th,1,"=""674.19212""","=""0.00008""","=""140""","=""""",,"=""2""","=""3""",,
Th,1,"=""674.28840""","=""0.00003""","=""480""","=""""",,"=""3""","=""2""",,
Th,1,"=""674.31991""","=""0.00023""","=""45""","=""""",,"=""2""","=""2""",,
Th,1,"=""674.61354""","=""0.00009""","=""97""","=""""",,"=""5""","=""6""",,
Th,1,"=""674.7172""","=""0.0003""","=""18""","=""""",,"=""2""","=""2""",,
Th,1,"=""674.7402""","=""0.0005""","=""13""","=""""",,"=""1""","=""2""",,
Th,1,"=""674.7964""","=""0.0005""","=""5""","=""""",,"=""3""","=""4""",,
Th,1,"=""674.93153""","=""0.00009""","=""110""","=""""",,"=""4""","=""4""",,
Th,1,"=""675.14266""","=""0.00006""","=""210""","=""""",,"=""1""","=""2""",,
Ar,1,"=""675.2834""","=""0.0010""","=""150""","=""1.93e+06""",C,"=""1""","=""2""",,
Th,1,"=""675.36591""","=""0.00004""","=""360""","=""""",,"=""2""","=""3""",,
Th,1,"=""675.42661""","=""0.00007""","=""160""","=""""",,"=""2""","=""1""",,
Th,1,"=""675.46211""","=""0.00023""","=""59""","=""""",,"=""3""","=""2""",,
Th,1,"=""675.5305""","=""0.0005""","=""13""","=""""",,"=""2""","=""3""",,
Th,1,"=""675.5475""","=""0.0005""","=""130""","=""""",,"=""3""","=""3""",,
Th,1,"=""675.5663""","=""0.0005""","=""26""","=""""",,"=""3""","=""4""",,
Ar,1,"=""675.6163""","=""0.0010""","=""5""","=""3.6e+05""",D+,"=""2""","=""2""",,
Th,1,"=""675.6323""","=""0.0005""","=""98""","=""""",,"=""2""","=""2""",,
Th,1,"=""675.645269""","=""0.000004""","=""9700""","=""""",,"=""0""","=""1""",,
Th,1,"=""675.71091""","=""0.00004""","=""610""","=""""",,"=""4""","=""3""",,
Th,1,"=""675.73491""","=""0.00023""","=""43""","=""""",,"=""4""","=""3""",,
Th,1,"=""675.82036""","=""0.00003""","=""460""","=""""",,"=""5""","=""5""",,
Th,1,"=""675.8521""","=""0.0005""","=""32""","=""""",,"=""3""","=""3""",,
Th,1,"=""675.8716""","=""0.0005""","=""13""","=""""",,"=""3""","=""3""",,
Th,1,"=""676.0291""","=""0.0004""","=""13""","=""""",,"=""4""","=""3""",,
Th,1,"=""676.0400""","=""0.0005""","=""13""","=""""",,"=""3""","=""4""",,
Th,1,"=""676.06632""","=""0.00009""","=""100""","=""""",,"=""5""","=""4""",,
Th,1,"=""676.25015""","=""0.00023""","=""52""","=""""",,"=""4""","=""4""",,
Th,1,"=""676.33314""","=""0.00023""","=""56""","=""""",,"=""4""","=""3""",,
Th,1,"=""676.3532""","=""0.0005""","=""52""","=""""",,"=""2""","=""1""",,
Th,1,"=""676.4353""","=""0.0004""","=""10""","=""""",,"=""4""","=""4""",,
Th,1,"=""676.56692""","=""0.00006""","=""240""","=""""",,"=""1""","=""1""",,
Ar,1,"=""676.6612""","=""0.0010""","=""15""","=""4.0e+05""",D+,"=""2""","=""1""",,
Th,1,"=""676.8511""","=""0.0005""","=""19""","=""""",,"=""5""","=""4""",,
Th,1,"=""677.0173""","=""0.0003""","=""32""","=""""",,"=""4""","=""5""",,
Th,1,"=""677.1623""","=""0.0005""","=""32""","=""""",,"=""3""","=""2""",,
Th,1,"=""677.21745""","=""0.00004""","=""520""","=""""",,"=""4""","=""3""",,
Th,1,"=""677.22479""","=""0.00008""","=""110""","=""""",,"=""1""","=""2""",,
Th,1,"=""677.30972""","=""0.00006""","=""260""","=""""",,"=""5""","=""6""",,
Th,1,"=""677.37697""","=""0.00023""","=""49""","=""""",,"=""3""","=""2""",,
Th,1,"=""677.4079""","=""0.0004""","=""12""","=""""",,"=""1""","=""1""",,
Th,1,"=""677.4254""","=""0.0005""","=""6""","=""""",,"=""4""","=""4""",,
Th,1,"=""677.4387""","=""0.0003""","=""21""","=""""",,"=""5""","=""4""",,
Th,1,"=""677.5102""","=""0.0003""","=""23""","=""""",,"=""3""","=""2""",,
Th,1,"=""677.5501""","=""0.0005""","=""12""","=""""",,"=""4""","=""3""",,
Th,1,"=""677.6230""","=""0.0005""","=""650""","=""""",,"=""4""","=""3""",,
Th,1,"=""677.7597""","=""0.0004""","=""11""","=""""",,"=""4""","=""3""",,
Th,1,"=""677.831225""","=""0.000005""","=""3800""","=""""",,"=""1""","=""1""",,
Th,1,"=""677.9080""","=""0.0003""","=""37""","=""""",,"=""2""","=""3""",,
Th,1,"=""677.93242""","=""0.00010""","=""82""","=""""",,"=""3""","=""2""",,
Th,1,"=""678.012511""","=""0.000006""","=""3300""","=""""",,"=""2""","=""2""",,
Th,1,"=""678.041299""","=""0.000005""","=""4300""","=""""",,"=""4""","=""3""",,
Th,1,"=""678.1234""","=""0.0005""","=""19""","=""""",,"=""4""","=""3""",,
Th,1,"=""678.1676""","=""0.0005""","=""19""","=""""",,"=""2""","=""3""",,
Th,1,"=""678.2464""","=""0.0005""","=""6""","=""""",,"=""4""","=""5""",,
Th,1,"=""678.47956""","=""0.00010""","=""90""","=""""",,"=""3""","=""3""",,
Th,1,"=""678.4929""","=""0.0003""","=""29""","=""""",,"=""2""","=""1""",,
Th,1,"=""678.773665""","=""0.000014""","=""1100""","=""""",,"=""5""","=""4""",,
Th,1,"=""678.8180""","=""0.0005""","=""310""","=""""",,"=""2""","=""2""",,
Th,1,"=""678.8343""","=""0.0005""","=""120""","=""""",,"=""3""","=""3""",,
Th,1,"=""678.87177""","=""0.00023""","=""42""","=""""",,"=""1""","=""2""",,
Th,1,"=""678.884026""","=""0.000009""","=""1900""","=""""",,"=""5""","=""4""",,
Th,1,"=""678.90042""","=""0.00009""","=""99""","=""""",,"=""5""","=""5""",,
Th,1,"=""679.123497""","=""0.000010""","=""1800""","=""""",,"=""4""","=""3""",,
Th,1,"=""679.2674""","=""0.0003""","=""15""","=""""",,"=""4""","=""4""",,
Th,1,"=""679.2900""","=""0.0005""","=""92""","=""""",,"=""3""","=""3""",,
Th,1,"=""679.3714""","=""0.0003""","=""33""","=""""",,"=""7""","=""7""",,
Th,1,"=""679.4799""","=""0.0003""","=""15""","=""""",,"=""5""","=""4""",,
Th,1,"=""679.49672""","=""0.00023""","=""45""","=""""",,"=""3""","=""2""",,
Th,1,"=""679.50494""","=""0.00018""","=""120""","=""""",,"=""3""","=""4""",,
Th,1,"=""679.57982""","=""0.00009""","=""110""","=""""",,"=""1""","=""2""",,
Th,1,"=""679.84868""","=""0.00005""","=""390""","=""""",,"=""2""","=""3""",,
Th,1,"=""679.87453""","=""0.00014""","=""82""","=""""",,"=""2""","=""3""",,
Th,1,"=""680.04645""","=""0.00008""","=""130""","=""""",,"=""5""","=""5""",,
Th,1,"=""680.2410""","=""0.0005""","=""18""","=""""",,"=""0""","=""1""",,
Th,1,"=""680.27855""","=""0.00019""","=""140""","=""""",,"=""3""","=""2""",,
Th,1,"=""680.3178""","=""0.0004""","=""9""","=""""",,"=""4""","=""3""",,
Th,1,"=""680.3304""","=""0.0003""","=""30""","=""""",,"=""1""","=""2""",,
Th,1,"=""680.54678""","=""0.00019""","=""140""","=""""",,"=""2""","=""1""",,
Th,1,"=""680.57513""","=""0.00007""","=""160""","=""""",,"=""2""","=""2""",,
Th,1,"=""680.7114""","=""0.0003""","=""22""","=""""",,"=""5""","=""4""",,
Th,1,"=""680.73190""","=""0.00007""","=""150""","=""""",,"=""1""","=""1""",,
Th,1,"=""680.7810""","=""0.0004""","=""14""","=""""",,"=""2""","=""3""",,
Th,1,"=""680.91000""","=""0.00004""","=""500""","=""""",,"=""2""","=""2""",,
Th,1,"=""680.93168""","=""0.00003""","=""460""","=""""",,"=""2""","=""3""",,
Th,1,"=""680.95094""","=""0.00006""","=""200""","=""""",,"=""3""","=""4""",,
Th,1,"=""680.96773""","=""0.00007""","=""160""","=""""",,"=""5""","=""4""",,
Th,1,"=""681.1725""","=""0.0005""","=""24""","=""""",,"=""3""","=""2""",,
Th,1,"=""681.19635""","=""0.00023""","=""68""","=""""",,"=""3""","=""2""",,
Th,1,"=""681.24915""","=""0.00005""","=""370""","=""""",,"=""6""","=""5""",,
Th,1,"=""681.29718""","=""0.00023""","=""56""","=""""",,"=""5""","=""4""",,
Th,1,"=""681.36126""","=""0.00023""","=""60""","=""""",,"=""2""","=""1""",,
Th,1,"=""681.4184""","=""0.0005""","=""12""","=""""",,"=""4""","=""5""",,
Th,1,"=""681.56123""","=""0.00007""","=""170""","=""""",,"=""3""","=""3""",,
Th,1,"=""681.6246""","=""0.0005""","=""300""","=""""",,"=""4""","=""4""",,
Th,1,"=""681.68281""","=""0.00023""","=""45""","=""""",,"=""2""","=""2""",,
Th,1,"=""681.7248""","=""0.0005""","=""11""","=""""",,"=""4""","=""3""",,
Th,1,"=""681.7383""","=""0.0003""","=""19""","=""""",,"=""3""","=""3""",,
Th,1,"=""681.8531""","=""0.0003""","=""31""","=""""",,"=""5""","=""6""",,
Th,1,"=""681.90056""","=""0.00023""","=""59""","=""""",,"=""3""","=""4""",,
Th,1,"=""681.9560""","=""0.0003""","=""34""","=""""",,"=""6""","=""5""",,
Th,1,"=""681.9802""","=""0.0003""","=""26""","=""""",,"=""3""","=""3""",,
Th,1,"=""682.35086""","=""0.00003""","=""580""","=""""",,"=""4""","=""4""",,
Th,1,"=""682.3819""","=""0.0003""","=""21""","=""""",,"=""2""","=""3""",,
